Hashtags,Hashtag_count,Mentions,Mention_count,TermsOnly,Term_count,Language,Language_count,ScreenName,screenname_count,Places,places_count
#Airlift,9,@PerseusB,7,????,106,,,OfficialAjinkya,13,,
#BikersForGood,9,@SuzukiOfficial,7,also,106,,,s_priyanka26,13,,
#Yeh_Nahi_Dekha,9,@reenabhardwaj,7,coming,106,,,ARUN21kumar1,13,,
#priorities,9,@hormazdsorabjee,7,Duster,106,,,sharma_amit24,13,,
#Tivoli,9,@absolutethinker,7,st,106,,,bikash_ds,13,,
#Storme,9,@khalidNBT,7,Bike,105,,,riyar456,13,,
#Aero,9,@KKKG_TUMBLR,7,Aero,105,,,AsiaPacificNeus,13,,
#aliabhatt,9,@GE_ITC,7,Are,104,,,TunishYadav,13,,
#sport,9,@_HemanG_,7,Hey,104,,,vishalkalia2,13,,
#Luxury,9,@NewsX,6,going,104,,,bikedekho,13,,
#Camaro,8,@AkkiFansClub,6,interactive,103,,,me_palash,13,,
#Hero,8,@hriddhi10,6,??????,102,,,pietvM1,13,,
#Eicher,8,@sabsebdakhiladi,6,Do,102,,,imAnandChavan,13,,
#Essentia,8,@monica_ar10,6,capacity,102,,,sujitss,13,,
#GoodYearAtExpo16What,8,@SansaniPatrakar,6,Its,102,,,steve_fds,13,,
#KWIDRacer,8,@Groupe_Renault,6,line,102,,,peeceeliciouss,13,,
#autoblog,8,@AkshayKrOnline,6,buzz,102,,,Oye_Sonali,13,,
#RT,8,@ZaRaheel,6,guys,101,,,AjayGrover29,13,,
#??,8,@MotorNad,6,Katrina,101,,,carblogindia,13,,
#Hiteshbhalla,8,@MercedesAMGF1,6,Head,101,,,___Satish___,13,,
#IndiaToday,8,@manju_gsr,6,yet,100,,,LoveUMaa25,13,,
#EOLAB,8,@desiTraveler,6,second,100,,,prashan8184,13,,
#HondaNavi,8,@FIAformulaE,6,creating,100,,,_manukaushal,13,,
#S600,8,@TimesNow,6,innovative,99,,,rakesh_garia,12,,
#X21,8,@heta2792,6,ht,99,,,GNAindia,12,,
#zica,8,@RAJATGU23916714,6,enjoyed,99,,,DelhiAkkians,12,,
#Tuff,8,@pratyush_ranjan,6,HQ,98,,,fearlessneeraj,12,,
#bikelife,8,@sudeep_narayan,6,set,98,,,simranrathi2393,12,,
#KWIDClimber,8,@AkshaySena,6,young,98,,,ankita655,12,,
#DelhiAutoExpo,8,@DailyO_,6,prIce,98,,,poisoned_heart,12,,
#Snapchat,8,@divyaszaika,6,crowd,98,,,love2trend,12,,
#scooter,8,@nawabjha,6,All-New,97,,,omsu3,12,,
#SafeRider,8,@ashishmathur28,6,turn,97,,,Johnson_Ganesh,12,,
#seo,8,@IndianHoods,6,press,97,,,RawAsh93,12,,
#CarsNews,8,@GM,6,Join,97,,,optionjay,12,,
#antiguo,8,@DLonavath,6,wheeler,96,,,NBTDilli,12,,
#Noida,8,@ForceGurkha4x4,6,showcasing,96,,,NewsGoogleIndia,12,,
#Follow,8,@anmasc,6,Highlights,96,,,pranoydas2,12,,
#thatvolkswagentouch,8,@JLRInida,6,?,96,,,bhavik_bhavsar,12,,
#instapic,8,@SEO_Blogspot,6,beauty,95,,,burnyourfuel,12,,
#Endeavour,7,@JadduJhappi,6,soon,95,,,UditDD,12,,
#MRF,7,@YC_Redlined,6,Kaif,95,,,paglikahiki,12,,
#BikesNews,7,@toyota_india,6,back,95,,,MehekMahtani,12,,
#Nexa,7,@JKTyreRacing,6,creative,95,,,r_bhagasra,12,,
#IFR2016,7,@fighting_fake,6,Exclusive,95,,,IamCj005,12,,
#kite5,7,@rajat_rajat0,6,news,94,,,sanjayp33862979,12,,
#Enjoy,7,@Askari_H,6,beautiful,94,,,Yash_Koshta42,12,,
#XF3R,7,@pranav88june,6,Huge,94,,,ShahidsWarrior_,12,,
#honda2wheeler,7,@MahindraReva,6,half,93,,,HoboGobo,12,,
#Blogging,7,@MRF_Racing,6,year's,93,,,mayank_hc,12,,
#hayabusa,7,@thebetterindia,6,picture,93,,,Ashok_Uppuluri,12,,
#AMG,7,@Ikesari0001,6,Good,92,,,AnkssssAnkita,12,,
#ford,7,@DivmeterPsycho,6,got,92,,,RamneetANC,12,,
#autoshow,7,@AutoRevvin,6,Meet,92,,,chennaitodaynew,12,,
#ForNightReaders,7,@NishuSRKian,6,htt,92,,,meens_m,12,,
#EntorQ,7,@VolvoAutoIndia,6,future,91,,,secret_rajni,12,,
#mrftyres,7,@eyesnhypes,6,14,91,,,KennedyPaul79,12,,
#Innovation,7,@bobbyjohnvarkey,6,treat,91,,,keshavmehta789,12,,
#E2O,7,@rjSwatiredfm,6,XUV,91,,,famishadnetwork,12,,
#RenaultDuster,7,@JKarfa,6,Our,91,,,ShilpaTiwari67,12,,
#iwasatjbm,7,@NavbharatTimes,6,head,91,,,RKhodanpur,12,,
#Snapper,7,@GoenkaPk,6,way,91,,,superlazydog,12,,
#AwaazOverdrive,7,@Vivek_Nayer,6,One,90,,,Sujeet_ANC,11,,
#Isuzu,7,@RjDhvanit,6,Weekend,90,,,Pari_anc,11,,
#Concept,7,@ghoshanamitra,5,tune,90,,,dhruv992,11,,
#VW,7,@Neelanjan10,5,join,90,,,927BIGFM,11,,
#Racing,7,@Johnson_Ganesh,5,ambassador,89,,,amolmohanty,11,,
#TrucksDekho,7,@the_hindu,5,Selfie,89,,,ghoshanamitra,11,,
#kineticBalls,7,@bharathautos,5,Go,89,,,Subirt99,11,,
#Zica,7,@MahindraScorpio,5,production-ready,88,,,autoworldmag,11,,
#TATA,7,@kartiksinghee,5,moment,88,,,sbmalg,11,,
#notchback,7,@Humor_Donor,5,Khan,88,,,theerailivedin,11,,
#JaguarAtAuroExpo,7,@MasseyAnubhav,5,green,88,,,Hetal8485Patel,11,,
#GoFuther,7,@ab,5,Asimo,88,,,namoindiapm985,11,,
#bus,7,@Roshnibabe,5,visits,88,,,manoj_satkar,11,,
#business,7,@Dogu_Perincek,5,100,86,,,cute_mitam,11,,
#ForMorningReaders,7,@SARA51845504,5,presentation,86,,,Shubh__03,11,,
#MercedesMaybach,7,@zubby_44,5,??,86,,,honda2wheelerin,11,,
#autoexpo2k16,7,@RJdevaki,5,bound,86,,,RajeshPantera,11,,
#NDTV,7,@SRKFC_Russia,5,zone,85,,,autoXmag,11,,
#Navi,7,@Spotboye,5,Wow,85,,,bollyfusion,11,,
#IndiaVideos,7,@RedFMIndia,5,Honda's,85,,,CarmenMCharles,11,,
#noida,7,@BabuBeg,5,talk,84,,,mitthakarar79,11,,
#offshorebroker,7,@ANI_news,5,HMSI,84,,,NeusWorld,11,,
#fashion,7,@AnasuyaBasu,5,worth,84,,,shanaticprasad,11,,
#ISay,7,@AmeyTingare,5,road,83,,,anc_advt,11,,
#investment,7,@Chevrolet_India,5,Inspired,83,,,dj_dj11,11,,
#indian,7,@jovitoc,5,created,83,,,qanuj,11,,
#GrandCherokee,6,@Rahul11A,5,say,83,,,news_anc,11,,
#MPV,6,@AshishP04,5,year,82,,,AliveIsAwesome,11,,
#Automotive,6,@narainracing,5,Irrelevant,82,,,AakasshMakhija,11,,
#technological,6,@iamKruzZ,5,Innova,82,,,deepakparab2424,11,,
#wireless,6,@FinancialXpress,5,love,82,,,YogenPratap,11,,
#InstaLively,6,@urbangypsiesmc,5,Shah,82,,,karmagal91,11,,
#Classics,6,@JLRInd,5,Rukh,82,,,DLonavath,11,,
#Cherokee,6,@MahindraTUV300,5,everyone's,82,,,PratishV,11,,
#Automobile,6,@Swaty_Here,5,spirit,81,,,motortrendindia,11,,
#FTF,6,@golumechanics,5,Volkswagen,81,,,SanjeevDevMalik,11,,
#Driverless,6,@divyansh301996,5,town,81,,,Gowthaman_csk,11,,
#bollywood,6,@UPNews360,5,Mustang,81,,,gaganchadha1992,11,,
#Bikes,6,@nony_garg,5,lakh,81,,,Freelif16725626,11,,
#KarizmaZMR,6,@ttindia,5,runs,81,,,DipanG118,11,,
#Abarth,6,@DelnaAvari,5,invites,80,,,iam_bajaj,11,,
#Veeru,6,@arrahman,5,BR-V,79,,,roma_cream,10,,
#IStandWithTajinderBagga,6,@Sand_In_Deed,5,Roadster,79,,,DrivesparkTa,10,,
#TeamFantastico,6,@ZeeNewsHindi,5,He,79,,,ShahidsSuperFan,10,,
#Business,6,@priyanka_dear,5,seems,78,,,rsmehta568,10,,
#ViratKohli,6,@AjayGrover29,5,John,78,,,PANKAJ1PARASHAR,10,,
#Linea,6,@CarBay_Philipp,5,caught,78,,,NISHCHITHNARAYA,10,,
#AddPizzazz,6,@LandRover,5,virtual,78,,,FollowMyHandle,10,,
#Day1,6,@rameshsethu,5,IN,78,,,vrushambawane,10,,
#RabirKapoor,6,@hardyk2010,5,Share,78,,,iamxuzeet,10,,
#Benelli,6,@ZFR_AMU,5,NOW,77,,,GoodyearJOJ,10,,
#aclass,6,@ZoomCarIndia,5,hottest,77,,,akashaku16,10,,
#audi,6,@DrivesparkTa,5,"7,",77,,,odmag,10,,
#Akula,6,@bhumika1231,5,moves,77,,,rocksrakesh07,10,,
#GClassSquared,6,@sunitakatyal,5,Motard,77,,,IAmShahidFan,10,,
#Jai,6,@imAnandChavan,5,200,76,,,anuplovely,10,,
#fordmustang,6,@theragers,5,d,76,,,IamParameshwar,10,,
#leadership,6,@taranjeet24,5,lovers,76,,,Youlivemylife,10,,
#YamahaFascino,6,@ansaf_ahmad,5,begins,76,,,iNaveeNJ,10,,
#AsiaCup,6,@rjraunac,5,welcome,76,,,Yeh_Nahi_Dekha,10,,
#HeroGreenovation,6,@943MYFM,5,THUMS,76,,,UditKumarJ,10,,
#powerplay,6,@mynewcarindia,5,really,76,,,ShyamNBT,10,,
#WranglerUnlimited,6,@EVENTFAQS,5,Awesome,75,,,WatsonNaveen,10,,
#Hindu,6,@RJADITI,5,another,75,,,jvss1996,10,,
#Gadget,6,@IIFLAuto,5,Xtreme,75,,,asianewschannel,10,,
#bmw,6,@Sharid_Chota,5,prizes,75,,,ahmedjibran7,10,,
#AudiNews,6,@fiatontheweb,5,????,75,,,piyushpuri12,10,,
#luxurytravel,6,@rvaidya2000,5,Know,75,,,Pedal_India,10,,
#Pologti,6,@maruti_swift,5,right,75,,,iamabikerdotcom,10,,
#trndnl,6,@iKunaal,5,model,75,,,AKFansGroup,10,,
#drivespark,6,@8,5,Pics,75,,,TheDelhiTimes,10,,
#Chevy,6,@tatamotors,5,JLR,74,,,Live_Hindustan,10,,
#Retweet,6,@TrueKSG_FC,4,Excited,74,,,ros9373,10,,
#mahindra,6,@perfG1,4,Abraham,74,,,mrsmumbaikar,10,,
#Renegades,6,@rashi_kakkar,4,turning,74,,,Nikunj274Nikunj,10,,
#volkswagenautoexpo,6,@rohitify,4,electric,74,,,ashutosh2289,10,,
#indianvines,6,@littlemisspudgy,4,GO-Cross,73,,,supercarsofind,10,,
#motorcycle,6,@jktyrecorporate,4,roads,73,,,Phantom_Delight,10,,
#Trucking,6,@ravishndtv,4,super,73,,,tinku911,10,,
#FILMWITHMARK,6,@SRKUniverseMX,4,don't,73,,,MBEnthusiasts,10,,
#Fantastico,6,@CatchNews,4,showcase,73,,,Being_royals,10,,
#timesofindia,6,@GauravSaha,4,Triumph,73,,,MyAkshayKumar,10,,
#RenaultAtAutoE,6,@Mimansa_Zee,4,310,73,,,iAKHolic,10,,
#A8L,6,@lulwagansta,4,heartthrob,73,,,tweetchorladki,10,,
#HeroMotoCorp,6,@IIFLMarkets,4,displays,73,,,amitsharma294,10,,
#MahindraElectric,6,@archieskills,4,Tweet,72,,,vpnmehta,10,,
#BoxOnWheels,6,@livemint,4,two,72,,,Kumar563Ab,10,,
#FIAT,6,@AnkurrTaneja,4,Crysta,72,,,murphyonrox,10,,
#WorldNutellaDay,5,@AutoExpo2,4,World,72,,,balabroadcast,10,,
#gifts,5,@McLarenF1,4,Chevrolet,72,,,DevenderSingh93,10,,
#selfie,5,@CB_CII,4,Feb,72,,,brajeshjee,10,,
#jaguar,5,@vishpeele,4,Brand,72,,,ankvit12,10,,
#FUNtastic,5,@bidnurmath,4,EXPO,71,,,EatBingo1,10,,
#InPics,5,@drift_singh,4,??,70,,,WeAreMarwari,10,,
#dsg,5,@nissan_india,4,Say,70,,,Thonason,9,,
#DensoHybrid,5,@ritiwtto,4,visiting,70,,,pappu_chacha,9,,
#madeinindia,5,@Ankitg18,4,Retweeted,70,,,suzuki2wheelers,9,,
#baleno,5,@gtaexotics,4,awaits,70,,,youngalexande15,9,,
#Raftaar,5,@coolgirl_hj,4,enthusiasts,70,,,Dope_da_Hope,9,,
#honda,5,@abooashrafali,4,conference,69,,,Rachit211185,9,,
#blogging,5,@ShutapaPaul,4,King,69,,,Ainesh28,9,,
#Hybrid,5,@pindballuchiind,4,Sport,69,,,imwasimmondal,9,,
#jeep,5,@anantvijay,4,Great,69,,,YC_Redlined,9,,
#aprilia,5,@csbhakuni,4,forget,69,,,AshutoshGJha,9,,
#Brezza,5,@AutocarIndiaMag,4,GT-R,69,,,ukmishra12,9,,
#MarutiIgnis,5,@SMMT,4,U,69,,,ETBIndia,9,,
#men,5,@vidhi,4,V,69,,,MB_SilverArrows,9,,
#Breaking,5,@MrVivekBindra,4,powerful,69,,,sharmakamal015,9,,
#AudiatAutoExpo,5,@awasthis,4,Scintillating,69,,,Elakpvtltd,9,,
#GE16,5,@Nissan_MSport,4,Shetty,68,,,nishajg,9,,
#cricket,5,@manoramaonline,4,rock,68,,,PRAVEENDIXIT4,9,,
#FollowMe,5,@Shreyas2699,4,Rohit,68,,,saraf_silky,9,,
#ChotaBheem,5,@yogiofficial2,4,team,68,,,BRnewsKING,9,,
#Honda2Wheelers,5,@roma_cream,4,???,68,,,dewcool2,9,,
#HIV,5,@DevenderSingh93,4,surprise,68,,,LilMissDoubtful,9,,
#Renegade,5,@MarutiCelerio,4,hit,68,,,pinkualok,9,,
#ALDUBPangalawangPagsubok,5,@filmfare,4,heart-throb,68,,,SupplyChainPlus,9,,
#SIAM,5,@Deejaysaikumar,4,GO,67,,,toposant55,9,,
#automovil,5,@Superneha83,4,shiver,67,,,Win_Matters,9,,
#design,5,@moneycontrolcom,4,Fiat,67,,,dee_deepak2000,9,,
#cdmx,5,@IamCj005,4,everyone,67,,,maliabhi,9,,
#FordAtAutoE,5,@vinaylohia82,4,spine,67,,,RoyalRamesh_007,9,,
#crazy,5,@fajadwet,4,Kapoor,67,,,vandananagar25,9,,
#MANWITHAMISSION,5,@ContestBoard,4,design,67,,,RajivKRay,9,,
#RaceTracktoRoad,5,@Modii_ji,4,style,66,,,miss_mahak,9,,
#tata,5,@SuryaRay,4,Top,66,,,mohitraj07,9,,
#DelhiInsider,5,@CornwallNissan,4,15,66,,,aHebgail,9,,
#FORD,5,@Youlivemylife,4,clicked,66,,,Swaty_Here,9,,
#TVS,5,@msisodia,4,Full,66,,,Luv_Gadhvi,9,,
#Yokohama,5,@AutoGyaan,4,Ranbir,66,,,aliaa08nextd75,9,,
#039,5,@bhagtanineha,4,??,66,,,money_bhaskar,9,,
#RACING,5,@LuxuryCouncilLA,4,cool,66,,,SayyedJenifer,9,,
#51,5,@bulletcompany,4,power,66,,,RoshniM79,9,,
#MarutiSuzuki,5,@divyamisra2,4,watch,66,,,iamjgev,9,,
#mean,5,@Akashtv1,4,rush,66,,,rk_WorldNews,9,,
#Genesis,5,@JaguarUSA,4,iconic,66,,,Ankitg18,9,,
#Lohia,5,@zoomphatak,4,entries,66,,,akkians_army,9,,
#lifeIsFun,5,@drlavanyaw,4,Rs,66,,,Ckk1986,9,,
#FormulaE,5,@shanaticprasad,4,bro,65,,,Cool_bul_Pandey,9,,
#JiyoDilSe,5,@YokohamaIndia,4,w,65,,,ambitious_amar,9,,
#del,5,@VyangyaPuraan,4,Bikes,65,,,WebstarInfotech,9,,
#NexaExperience,5,@11WStreet,4,automotive,65,,,inacio_AAF,9,,
#SNRTG,5,@ankitlunia2011,4,flip,65,,,EmceeGaurav,9,,
#ZalmiKaWaar,5,@pritambakshi501,4,T20,65,,,anju9425,9,,
#dia,5,@NoorParvin,4,friends,65,,,ETAuto,9,,
#polopower,5,@Hariskarim11,4,technological,64,,,plum_paradise,9,,
#compactsedan,5,@yedeshhaimera,4,Today,64,,,sachinparab266,9,,
#myleratexpo,5,@Auto,4,AUTO,63,,,Gaurav_Kalura,9,,
#DemDebate,5,@sterlin_sterlin,4,unveil,63,,,digitalera313,9,,
#oilprice,5,@downshep,4,gets,63,,,Sharid_Chota,9,,
#AutomativeNews,5,@TiRetwitto_much,4,????,63,,,special__boss,9,,
#aniversario,5,@sunnysafaya,4,?,63,,,KhalidSRKFan,9,,
#gaming,5,@ashishmasih1,4,ride,63,,,jaydiwaniya,9,,
#expert,5,@MvmtAgnstTerror,4,cricketing,63,,,Lazybengali,9,,
#PowerDrift,5,@autocar,4,Series,62,,,surabhi_diva,9,,
#Fut,5,@IndianMotorIND,4,Is,62,,,MylesCars,9,,
#Highlife,5,@Gotham3,4,never,62,,,DrivesparkHi,9,,
#Carfie,4,@TheAutoWire,4,much,62,,,DrivesparkKa,8,,
#Endurance,4,@imsyedsuhail,4,need,62,,,roshanshetty1,8,,
#Lodgy,4,@puneet2892,4,robot,62,,,RatanLang,8,,
#GSXS1000F,4,@dhruv992,4,beast,62,,,IamVibhor_,8,,
#green,4,@ramtiwari,4,Gallery,62,,,Born2bAwsome,8,,
#FordAtAuto,4,@Hetal8485Patel,4,wow,62,,,LuvLadders,8,,
#IndiaEconomyNews,4,@Sanjeevjat9,4,Futuristic,61,,,Mr_India001,8,,
#Unicorn,4,@GouravvRock,4,concepts,61,,,sammathew6631,8,,
#Malayalam,4,@VartmanSatta,4,Ignis,61,,,tweetchamp_hanu,8,,
#red,4,@ukmishra12,4,passes,60,,,poojari_shruti,8,,
#winners,4,@adytudedotcom,4,Mercedes,60,,,SaifiFiroz,8,,
#Stingray,4,@rahulreport,3,grand,60,,,ani2nill,8,,
#f1,4,@manav22,3,Launch,60,,,VirenderAkki,8,,
#AutoRacing,4,@ghunjain,3,Family,60,,,forbes_india,8,,
#RenaultAt,4,@vaibhavaggy,3,????,60,,,pritambakshi501,8,,
#heromotocorp,4,@lovish6,3,Mumbai,60,,,freeky9219,8,,
#DatsunBluebird1600SSS,4,@BMWi,3,action,60,,,alfrdjsph,8,,
#Crysta,4,@abpnewstv,3,contest,59,,,MrFukra,8,,
#WalkAround,4,@AbhishekNanda25,3,C,59,,,chyprashant,8,,
#AutoExpo20,4,@imMohit_,3,Alia,59,,,Amy____Jones,8,,
#AETMS,4,@myvote_today,3,8,59,,,IMeeghaa,8,,
#CommercialVehicle,4,@DrivesparkMa,3,????????,59,,,nididcoy,8,,
#Music,4,@aliaa08nextd75,3,rise,59,,,PUNKF0RLIFE,8,,
#musclecar,4,@imkabira,3,?????,58,,,Pa_Rules,8,,
#triumph,4,@roshunpovaiah,3,????,58,,,BioDrones,8,,
#bikemodels,4,@Mashaheeri,3,bmwautoexpo,58,,,manojkp20,8,,
#MarutiTransformotion,4,@LinkedIn,3,????,58,,,hriddhi10,8,,
#Kalsi,4,@narendramcdi,3,Year,58,,,bhoopendra29,8,,
#MercedesBenzNews,4,@bookmyshow,3,???????,58,,,Devil_worlds,8,,
#CarNews,4,@KhalidSRKFan,3,award,58,,,rohit_bajaj,8,,
#VolkswagenAmeo,4,@Varun_dvn,3,including,58,,,edtariq,8,,
#Iris,4,@immadhuchandra,3,?????,58,,,SanRMaadhwa,8,,
#acceleratewithhonda,4,@karmagal91,3,Superb,58,,,DBaradiya,8,,
#AutoExpo2,4,@TataBolt,3,could,58,,,HyundaiIndia,8,,
#JKTyre,4,@SanyaGill_18,3,?,58,,,MitakshiGarg,8,,
#tatamotors,4,@Bondhu_Bongo,3,Ordinary,58,,,news1and1,8,,
#World,4,@AnujaSpeaks,3,Some,58,,,batra_vb,8,,
#MEatAutoExpo,4,@rajeev_awasthi,3,Above,57,,,limousineteam,8,,
#SuccessTRAIN,4,@im_AmitS,3,generation,57,,,madura_kj,8,,
#jokeoftheday,4,@bhanujoshi01,3,????,57,,,ten_news_dot_in,8,,
#MahindraBlazo,4,@ASIMO,3,Jeep,57,,,ibni_maqbool,8,,
#MysteryBox,4,@AravinthG4,3,can't,57,,,TweetsByPrash,8,,
#yamaha,4,@hidden_keys,3,followed,57,,,sumitch786420,8,,
#DNA,4,@_manukaushal,3,How,57,,,gauravaneja1990,8,,
#EasyR,4,@iRaviGhate,3,crazy,57,,,iAbhishhek,8,,
#toyota,4,@NehaYagnik,3,celebrities,56,,,Iamchetanpandit,8,,
#PublicTransport,4,@faizanpatel,3,packed,56,,,bychkovfacebook,8,,
#prototype,4,@rahuljaingarg,3,X,56,,,omarazamii,8,,
#ChhotaBheem,4,@TunishYadav,3,looking,56,,,Drizzle_bee,8,,
#RRSport,4,@GirishUp,3,1600,56,,,amarchandnew,8,,
#IndianMotorcycle,4,@sandhyatimes4u,3,religion,56,,,anuambika,8,,
#lategram,4,@ShekharDC,3,Mascot,56,,,NishuSRKian,8,,
#FiatSpyder,4,@ummotorcycle,3,Looks,56,,,FordIndia,8,,
#SsangyongTivoli,4,@rajeev_2017,3,controversy,56,,,A2Afreen,8,,
#SuryaRay,4,@hankypanty,3,Pamer,56,,,PristinePrachi,8,,
#Anthem,4,@Chaayos,3,510,56,,,LungFakeer,8,,
#AutoE,4,@motorcykle,3,Bluebird,56,,,flash_news000,8,,
#Edition,4,@dipanvaishnav,3,???,55,,,AudiIN,8,,
#MahindraTUV300,4,@NickGujrati,3,Sachin,55,,,imaarushak01,8,,
#AliaBhatt's,4,@SRKandKAJOLorg,3,aims,55,,,hoverboardmy,8,,
#Fitness,4,@snapdeal,3,kar,55,,,myscribblings,8,,
#dskbenelli,4,@TwitHolicMe,3,Stars,55,,,pulkit_16,8,,
#messi,4,@thatsTamil,3,Love,55,,,bk3192,8,,
#S60,4,@MOTORMIND,3,legend,55,,,til_now,8,,
#KCA,4,@CanadainIndia,3,???,55,,,canlovevinay,8,,
#fuelcell,4,@jacob_joy_,3,T,55,,,TeChWorlD3207,8,,
#fordmustanggt,4,@kaviiaroraa3018,3,????,55,,,CarKhabri,8,,
#Beat,4,@immadhucha,3,Mercedes-Benz,54,,,ahir1997,8,,
#RenaultAtAut,4,@GaurangBhardwa1,3,nightmare,54,,,BrihadMaurya,8,,
#NissanPavillion,4,@umangjani99,3,mobility,54,,,sachin_rtdail57,8,,
#MondayMania,4,@TataMotorsID,3,Cabriolet,54,,,impcmaniacruhi,8,,
#bhive,4,@sahniashish,3,close,54,,,hotgf_khokon,8,,
#????,4,@live4trade,3,Tendulkar,54,,,csbhakuni,8,,
#BR-V,4,@Afternoon_Voice,3,An,54,,,saaisaaai1,8,,
#i30,4,@evoIndia,3,Twin,54,,,mknarnoliya,8,,
#vintage,4,@RajuRudra501,3,driving,54,,,i_am_anbu,8,,
#TheRoadIsWaiting,4,@KokilSachdeva,3,360,54,,,BuddhuAAM,8,,
#TechnologyTransformation,4,@ns_verma,3,????,54,,,Marie____Taylor,8,,
#fun,4,@AKSHAYKUMAR,3,red,54,,,gullupapa,8,,
#Tata's,4,@scuderiavirtual,3,When,53,,,hiteshbhalla91,8,,
#iamabiker,4,@promisingace,3,racing,53,,,emmageo54862543,8,,
#125cc,4,@umangjain9,3,"16,",53,,,premeshwor,8,,
#jktyreRanger,4,@skylineevent,3,namastey,53,,,Dheerajverma20,8,,
#Supercar,4,@vishalkalia2,3,spotted,53,,,AutoCircuitIND,8,,
#FitnessBike,4,@wewantabeer,3,made,53,,,iAmBeerHolic,8,,
#VoteJKT48ID,4,@COOL8769,3,Whatta,53,,,Hitler_uncle,8,,
#VintageCars,4,@narendramodi,3,addition,53,,,Toyota_India,8,,
#InstaLife,4,@vijendra1892,3,Luxury,53,,,Archanakri786,8,,
#cartoonscape,4,@Sweethrt_Sophie,3,ASIMO,53,,,Luxurry_cars,8,,
#X-Trail,4,@MagicianBoBo,3,2015,53,,,amolagnihotri,7,,
#hero,4,@devikasingh515,3,Launched,53,,,Boxing_Gal_27,7,,
#KUV100,4,@FunkyLadki,3,??????,53,,,jadavgopal123,7,,
#Magic,4,@Mickyjinara,3,Virtual,53,,,dsouzamark,7,,
#RSKalsi,4,@Bunny,3,SSS,53,,,malayalamnewss,7,,
#jobs,4,@IamAbhijit,3,??????,53,,,nandan588,7,,
#XUV,4,@prasad84,3,re,53,,,ngupta143,7,,
#MyNewCarInAutoExpo,4,@beingdzired,3,20,53,,,sandeep98070,7,,
#F2F,4,@BunnyPunia,3,venue,53,,,Indiancarsbikes,7,,
#MRFTyres,4,@Tu_13_Dekh_Na,3,sprit,53,,,WnsMktg,7,,
#Kerala,4,@Autoexpo2016,3,Technology,53,,,meeta_saha,7,,
#YAMAHA,4,@FedMogulCorp,3,witness,53,,,VHetal,7,,
#Faridabad,4,@AmarUjalaNews,3,?????,53,,,akashjain3004,7,,
#GTI,4,@MapsofIndia,3,That,52,,,DevWorldNews,7,,
#FYTPE,3,@harishnayak,3,watching,52,,,ankurjainalways,7,,
#Accord,3,@karxchange,3,Sunday,52,,,sagar0425,7,,
#Periscope,3,@Vinay_NBT,3,glorious,52,,,myvote_today,7,,
#CFC,3,@IBN7,3,stand,52,,,CSarothiya,7,,
#FootballSunday,3,@AmritJArora,3,90,52,,,TheCanonFanboy,7,,
#BIKE,3,@Comunico_70,3,Akula,52,,,iammayank_22,7,,
#facepalm,3,@24heuresdumans,3,R8,52,,,ABHIJEE90395113,7,,
#Chelsea,3,@Peugeot,3,GO-cross,52,,,Sandeep_S_N,7,,
#CAr,3,@Uber_Delhi,3,tomorrow,52,,,iamKruzZ,7,,
#LandRover,3,@FarebiAankhein,3,Another,52,,,akshayrenukdas,7,,
#fastnfurious,3,@IITBombay,3,Fascino,52,,,kamleshneema,7,,
#T120,3,@pjptl55,3,beauties,52,,,SutariaDipen,7,,
#heroautoexpo,3,@Immortalizeboy,3,Sir,52,,,AtharvaPatil9,7,,
#stall,3,@Admire_Urself,3,area,51,,,DJ_Kausshik,7,,
#quikr,3,@sona_koyo,3,X-Trail,51,,,babitbest,7,,
#BalenoRS,3,@marcmarquez93,3,Pada,51,,,ragged_chaos,7,,
#Gadgetwala,3,@reubengeorge9,3,Edition,51,,,Pitabashjena101,7,,
#ToyotaCars,3,@kaur_crazy,3,Cross,51,,,HanJamvwal,7,,
#event,3,@TommyJo1010,3,weekend,51,,,SujalParekh,7,,
#superbike,3,@Lijo_Mathai,3,mins,51,,,thatsTamil,7,,
#Renault_news,3,@noronha_rohan,3,minutes,51,,,akashgaautam,7,,
#smartlooking,3,@tennewsdotin,3,CBR,51,,,CyberAnonymous,7,,
#SuzukiGixxerSF,3,@vibranttechnik,3,read,50,,,BabarDelhi,7,,
#Scania,3,@tutudhawan,3,share,50,,,Motoroids2,7,,
#NissanX-Trail,3,@ChiragG14,3,experiencing,50,,,I_am_Viru_Lover,7,,
#experiencetransformation,3,@NickHeidfeld,3,activity,50,,,i5achin,7,,
#fiat,3,@Indiancarsbikes,3,WIN,50,,,sharanj56386946,7,,
#SaddleSore,3,@TimesOfIndia,3,Simulator,50,,,bidnurmath,7,,
#AlphaLaunch,3,@sukhpreetsing31,3,expert,50,,,vkj73,7,,
#HondaBRV,3,@IBNLiveTech,3,want,50,,,m0vieh0lic,7,,
#NidhiSubbaiah,3,@shubhamjindal26,3,speed,50,,,volkswagenindia,7,,
#405,3,@peeceeliciouss,3,exhibited,50,,,WebIF,7,,
#Cabriolet,3,@gauravkapur,3,opportunity,50,,,Ahmedsarfaraz7,7,,
#RenaultEOLAB,3,@ModernShakti,3,list,50,,,xBhp,7,,
#aero,3,@kajol_saxena,3,????,49,,,Siddhant95822,7,,
#vmax,3,@terminator043,3,????,49,,,miss_cherished,7,,
